"iata","name","city","country","country_code","lat","lon","timezone"
"HIF","Hill Air Force Base","Ogden","US","US","41.12403","-111.973086","America/Denver"
"HIG","Highbury Airport","Highbury","AU","AU","-16.424148","143.14534","UTC"
"HII","Lake Havasu City Airport","Lake Havasu City","US","US","34.570506","-114.357745","America/Phoenix"
"HIJ","Hiroshima Airport","Hiroshima","JP","JP","34.4361","132.919006","Asia/Tokyo"
"HIL","Shilavo Airport","Shilavo","ET","ET","6.077545","44.763736","UTC"
"HIM","Hingurakgoda Air Force Base","Polonnaruwa Town","LK","LK","8.04981","80.9814","\N"
"HIN","Sacheon Airport / Sacheon Air Base","Sacheon","KR","KR","35.088591","128.071747","Asia/Seoul"
"HIO","Portland Hillsboro Airport","Portland","US","US","45.540401","-122.949997","America/Los_Angeles"
"HIP","Headingly Airport","HIP","AU","AU","-21.33329963684082","138.2830047607422","UTC"
"HIR","Honiara International Airport","Honiara","SB","SB","-9.428","160.054993","Pacific/Guadalcanal"
"HIS","Hayman Island Resort Seaplane Base","Hayman Island","AU","AU","-20.059999465942383","148.88099670410156","UTC"
"HIT","Haivaro Airport","Haivaro","PG","PG","-6.9406","143.059","UTC"
"HIW","Hiroshima Heliport","Hiroshima","JP","JP","34.371451","132.417666","Asia/Tokyo"
"HJB","Hejing Bayinbuluke Airport","Hejing","CN","CN","42.976395","83.995543","UTC"
"HJJ","Huaihua Zhijiang Airport","Huaihua","CN","CN","27.443087","109.704666","Asia/Shanghai"
"HJR","Khajuraho Airport","Khajuraho","IN","IN","24.8172","79.918602","Asia/Calcutta"
"HJT","Khujirt Airport","Khujirt","MN","MN","46.9258003235","102.773002625","UTC"
"HKA","Blytheville Municipal Airport","Blytheville","US","US","35.940399169900004","-89.83080291750001","UTC"
"HKB","Healy Lake Airport","Healy Lake","US","US","63.9958","-144.6926","UTC"
"HKD","Hakodate Airport","Hakodate","JP","JP","41.77","140.822006","Asia/Tokyo"
"HKG","Hong Kong International Airport","Hong Kong","HK","HK","22.31184","113.914862","Asia/Hong_Kong"
"HKK","Hokitika Airfield","HKK","NZ","NZ","-42.713600158691406","170.98500061035156","Pacific/Auckland"
"HKN","Hoskins Airport","Kimbe","PG","PG","-5.463846","150.407327","Pacific/Port_Moresby"
"HKR","Mara North Conservancy Airstrip","Mara","KE","KE","-1.14542","35.124922","UTC"
"HKS","Hawkins Field","Jackson","US","US","32.33449936","-90.22219849","UTC"
"HKT","Phuket International Airport","Phuket","TH","TH","8.113257","98.3174","Asia/Bangkok"
"HKY","Hickory Regional Airport","Hickory","US","US","35.74110031","-81.38950348","America/New_York"
"HLA","Lanseria International Airport","Johannesburg","ZA","ZA","-25.938964","27.926642","Africa/Johannesburg"
"HLB","Batesville Airport","Batesville","US","US","39.342861","-85.258441","UTC"
"HLC","Hill City Municipal Airport","Hill City","US","US","39.37879944","-99.83149719","UTC"
"HLD","Hulunbuir Hailar Airport","Hailar","CN","CN","49.208616","119.822301","Asia/Shanghai"
"HLE","Saint Helena International Airport","Jamestown","SH","SH","-15.958898","-5.646066","\N"
"HLF","Hultsfred Airport","Hultsfred","SE","SE","57.525799","15.8233","Europe/Stockholm"
"HLG","Wheeling Ohio County Airport","Wheeling","US","US","40.1749992371","-80.6463012695","America/New_York"
"HLH","Ulanhot Yilelite Airport","Ulanhot","CN","CN","46.195333","122.008333","Asia/Shanghai"
"HLI","Hollister Municipal Airport","Hollister","US","US","36.8932991028","-121.410003662","\N"
"HLJ","Zhaodong Beidahuang General Airport","Suihua","CN","CN","46.12779","125.77354","Europe/Vilnius"
"HLL","Hillside Airport","Hillside","AU","AU","-21.718283","119.440334","UTC"
"HLM","Park Township Airport","Holland","US","US","42.795898","-86.162003","UTC"
"HLN","Helena Regional Airport","Helena","US","US","46.6068","-111.983002","America/Denver"
"HLP","Halim Perdanakusuma International Airport","Jakarta","ID","ID","-6.267221","106.891733","Asia/Jakarta"
"HLR","Hood Army Air Field","Fort Cavazos (Killeen)","US","US","31.1387","-97.7145","America/Chicago"
"HLS","St Helens Airport","HLS","AU","AU","-41.336700439453125","148.28199768066406","UTC"
"HLT","Hamilton Airport","HLT","AU","AU","-37.64889907836914","142.06500244140625","Australia/Hobart"
"HLV","Helenvale Airport","Helenvale","AU","AU","-15.685799598693848","145.21499633789062","UTC"
"HLW","Hluhluwe Airport","Hluhluwe","ZA","ZA","-28.0166049887","32.2751712799","UTC"
"HLZ","Hamilton International Airport","Hamilton","NZ","NZ","-37.866961","175.331952","Pacific/Auckland"
"HMA","Khanty Mansiysk Airport","Khanty-Mansiysk","RU","RU","61.0285","69.086098","Asia/Yekaterinburg"
"HMB","Sohag International Airport","Suhaj","EG","EG","26.342515","31.743017","Africa/Cairo"
"HME","Hassi Messaoud-Oued Irara Krim Belkacem Airport","Hassi Messaoud","DZ","DZ","31.673","6.14044","Africa/Algiers"
"HMG","Hermannsburg Airport","Hermannsburg (Ntaria)","AU","AU","-23.926485","132.807798","\N"
"HMI","Hami Airport","Hami","CN","CN","42.8414","93.669197","Asia/Shanghai"
"HMJ","Khmelnytskyi Airport","Khmelnytskyi","UA","UA","49.359699","26.933399","Europe/Kiev"
"HMN","Holloman Air Force Base","Alamogordo","US","US","32.852501","-106.107002","America/Denver"
"HMO","General Ignacio L. Pesqueira International Airport","Hermosillo","MX","MX","29.092811","-111.053015","America/Hermosillo"
"HMR","Hamar Lufthavn, Stavsberg","Hamar","NO","NO","60.8181","11.068","Europe/Oslo"
"HMS","Haji Muhammad Sidik Airport","Muara Teweh","ID","ID","-1.02581","114.92881","UTC"
"HMT","Hemet Ryan Airport","Hemet","US","US","33.7340011597","-117.023002625","UTC"
"HMV","Hemavan Airport","Hemavan","SE","SE","65.806099","15.0828","Europe/Stockholm"
"HMY","Seosan Air Base","Seosan","KR","KR","36.703999","126.486","\N"
"HNA","Iwate Hanamaki Airport","Hanamaki","JP","JP","39.4286","141.134995","Asia/Tokyo"
"HNB","Huntingburg Airport","Huntingburg","US","US","38.2490005493","-86.95369720459999","UTC"
"HNC","Billy Mitchell Airport","Hatteras","US","US","35.232799530029","-75.617797851562","UTC"
"HND","Tokyo Haneda International Airport","Tokyo","JP","JP","35.549678","139.786958","Asia/Tokyo"
"HNH","Hoonah Airport","Hoonah","US","US","58.0961","-135.410111","America/Anchorage"
"HNI","Heiweni Airport","Heiweni","PG","PG","-7.4223","146.4276","UTC"
"HNL","Daniel K. Inouye International Airport","Honolulu, Oahu","US","US","21.318387","-157.92567","Pacific/Honolulu"
"HNM","Hana Airport","Hana","US","US","20.795601","-156.014008","Pacific/Honolulu"
"HNN","Honinabi Airport","Honinabi","PG","PG","-6.2457","142.1771","UTC"
"HNS","Haines Airport","Haines","US","US","59.243921","-135.523925","America/Anchorage"
"HNY","Hengyang Nanyue Airport","Hengyang","CN","CN","26.72208","112.617958","\N"
"HOA","Hola Airport","Hola","KE","KE","-1.522","40.004002","Africa/Nairobi"
"HOB","Lea County Regional Airport","Hobbs","US","US","32.6875","-103.217003","America/Denver"
"HOC","Komako Airport","Komako","PG","PG","-7.3984","145.8827","UTC"
"HOE","Ban Huoeisay Airport","Huay Xai","LA","LA","20.257299","100.436996","Asia/Vientiane"
"HOF","Al-Ahsa International Airport","Hofuf","SA","SA","25.285299","49.485199","Asia/Riyadh"
"HOG","Frank Pais International Airport","Holguin","CU","CU","20.785148","-76.315526","America/Havana"
"HOH","Hohenems-Dornbirn Airfield","Hohenems","AT","AT","47.384477","9.699776","Europe/Vienna"
"HOI","Hao Airport","Otepa","PF","PF","-18.0748","-140.945999","\N"
"HOK","Hooker Creek Airport","Lajamanu","AU","AU","-18.3367004395","130.638000488","Australia/Darwin"
"HOM","Homer Airport","Homer","US","US","59.644456","-151.479235","America/Anchorage"
"HON","Huron Regional Airport","Huron","US","US","44.385201","-98.2285","America/Chicago"
"HOO","Nhon Co Airfield","Đăk R'Lấp","VN","VN","11.9787","107.5638","UTC"
"HOP","Campbell Army Airfield (Fort Campbell)","Fort Campbell","US","US","36.674154","-87.48974","America/Chicago"
"HOQ","Hof-Plauen Airport","Hof","DE","DE","50.288544","11.852876","Europe/Berlin"
"HOR","Horta Airport","Horta","PT","PT","38.519901275634766","-28.715900421142578","Atlantic/Azores"
"HOS","Chos Malal Airport","Chos Malal","AR","AR","-37.444698","-70.222504","America/Argentina/Salta"
"HOT","Memorial Field Airport","Hot Springs","US","US","34.4788","-93.096262","America/Chicago"
"HOU","William P. Hobby Airport","Houston","US","US","29.645336","-95.276812","America/Chicago"
"HOV","Ørsta-Volda Airport, Hovden","Ørsta","NO","NO","62.180000305176","6.0741000175476","Europe/Oslo"
"HOX","Hommalinn Airport","Hommalinn","MM","MM","24.899599","94.914001","Asia/Rangoon"
"HPA","Lifuka Island Airport","Lifuka","TO","TO","-19.777000427246094","-174.34100341796875","Pacific/Tongatapu"
"HPB","Hooper Bay Airport","Hooper Bay","US","US","61.523899","-166.147003","America/Anchorage"
"HPE","Hope Vale Airport","Hope Vale","AU","AU","-15.2923","145.1035","UTC"
"HPG","Shennongjia Hongping Airport","Shennongjia (Hongping)","CN","CN","31.626","110.34","\N"
"HPH","Cat Bi International Airport","Haiphong (Hai An)","VN","VN","20.817428","106.724315","Asia/Saigon"
"HPN","Westchester County Airport","White Plains","US","US","41.06700134277344","-73.70760345458984","America/New_York"
"HPR","Pretoria Central Heliport","Pretoria","ZA","ZA","-25.65570068359375","28.220600128173828","UTC"
"HPT","Hampton Municipal Airport","Hampton","US","US","42.7237014771","-93.22630310059999","UTC"
"HPV","Princeville Airport","Hanalei","US","US","22.209313","-159.44515","UTC"
"HPY","Baytown Airport","Baytown","US","US","29.786100387599998","-94.95269775390001","UTC"
"HQL","Tashikuergan Hongqilafu Airport","Tashikuergan","CN","CN","37.661333","75.288877","UTC"
"HQM","Bowerman Airport","Hoquiam","US","US","46.971199035599994","-123.93699646","America/Los_Angeles"
"HQQ","Anyang Hongqiqu Airport","Anyang","CN","CN","35.870833","114.461944","UTC"
"HRA","Mnichovo Hradiště Airport","Mnichovo Hradiště","CZ","CZ","50.540199","15.0066","UTC"
"HRB","Harbin Taiping International Airport","Harbin","CN","CN","45.623402","126.25","Asia/Shanghai"
"HRC","Sary Su Airport","Zhayrem","KZ","KZ","48.3974","70.1915","UTC"
"HRE","Robert Gabriel Mugabe International Airport","Harare","ZW","ZW","-17.931801","31.0928","Africa/Harare"
"HRF","Hoarafushi Airport","HRF","MV","MV","6.96967","72.896287","UTC"
"HRG","Hurghada International Airport","Hurghada","EG","EG","27.176776","33.796692","Africa/Cairo"
"HRH","Aligarh Airport","Aligarh","IN","IN","27.861437","78.145404","UTC"
"HRI","Mattala Rajapaksa International Airport","Mattala","LK","LK","6.283878","81.124163","Asia/Colombo"
"HRK","Kharkiv International Airport","Kharkiv","UA","UA","49.926943","36.290814","Europe/Kiev"
"HRL","Valley International Airport","Harlingen","US","US","26.228500366210938","-97.65440368652344","America/Chicago"
"HRM","Hassi R'Mel Airport","Hassi R'Mel","DZ","DZ","32.930401","3.31154","Africa/Algiers"
"HRO","Boone County Airport","Harrison","US","US","36.26150131225586","-93.15470123291016","America/Chicago"
"HRR","Herrera Airport","Campiña","CO","CO","3.216667","-75.85","UTC"
"HRS","Harrismith Airport","Harrismith","ZA","ZA","-28.2351","29.106199","Africa/Johannesburg"
"HRY","Henbury Airport","Ghan","AU","AU","-24.584","133.236","UTC"
"HRZ","Walter Bündchen Airport","Horizontina","BR","BR","-27.6383","-54.3391","UTC"
"HSA","Hazrat Sultan International Airport","Turkıstan","KZ","KZ","43.311742","68.550185","UTC"
"HSB","Harrisburg-Raleigh Airport","Harrisburg","US","US","37.811298","-88.550301","UTC"
"HSC","Shaoguan Danxia Airport","Shaoguan","CN","CN","24.9786","113.420998","UTC"
"HSF","Suifenhe Dongning Airport","Suifenhe","CN","CN","44.453889","130.843889","UTC"
"HSG","Kyushu Saga International Airport","Saga","JP","JP","33.1497","130.302002","Asia/Tokyo"
"HSH","Henderson Executive Airport","Las Vegas","US","US","35.9728012085","-115.134002686","America/Los_Angeles"
"HSI","Hastings Municipal Airport","Hastings","US","US","40.6053009033","-98.42790222170001","UTC"
"HSJ","Zhengzhou Shangjie Airport","Zhengzhou","CN","CN","34.842153","113.273983","UTC"
"HSK","Huesca-Pirineos Airport","Monflorite/Alcalá del Obispo","ES","ES","42.076099","-0.316667","Europe/Madrid"
"HSL","Huslia Airport","Huslia","US","US","65.697899","-156.350998","America/Anchorage"
"HSM","Horsham Airport","HSM","AU","AU","-36.669700622558594","142.17300415039062","\N"
"HSN","Zhoushan Putuoshan Airport","Zhoushan","CN","CN","29.9342","122.362","Asia/Shanghai"
"HSP","Ingalls Field","Hot Springs","US","US","37.95140076","-79.83390045","UTC"
"HSR","Rajkot International Airport","Rajkot","IN","IN","22.378824","71.039391","UTC"
"HSS","Maharaja Agrasen International Airport","Hisar","IN","IN","29.186065","75.74142","Asia/Calcutta"
"HST","Homestead Air Reserve Base","Homestead","US","US","25.4886","-80.383598","America/New_York"
"HSV","Huntsville International Airport","Huntsville","US","US","34.636244","-86.774378","America/Chicago"
"HSZ","Hsinchu Air Base","Hsinchu City","TW","TW","24.8180007935","120.939002991","Asia/Taipei"
"HTA","Chita-Kadala International Airport","Chita","RU","RU","52.024841","113.305839","Asia/Yakutsk"
"HTG","Khatanga Airport","Khatanga","RU","RU","71.97810363769531","102.49099731445312","Asia/Krasnoyarsk"
"HTH","Hawthorne Industrial Airport","Hawthorne","US","US","38.544399","-118.634002","UTC"
"HTI","Hamilton Island Airport","Hamilton Island","AU","AU","-20.3581008911","148.95199585","Australia/Brisbane"
"HTL","Roscommon County - Blodgett Memorial Airport","Houghton Lake","US","US","44.359798","-84.671095","America/New_York"
"HTM","Khatgal Airport","Hatgal","MN","MN","50.435988","100.139532","UTC"
"HTN","Hotan Airport","Hotan","CN","CN","37.03850173950195","79.86489868164062","Asia/Shanghai"
"HTO","Town of East Hampton Airport","East Hampton","US","US","40.959954","-72.25105","UTC"
"HTR","Hateruma Airport","Taketomi","JP","JP","24.059751","123.80558","\N"
"HTS","Tri-State Airport / Milton J. Ferguson Field","Huntington","US","US","38.366699","-82.557999","America/New_York"
"HTT","Huatugou Airport","Mengnai","CN","CN","38.201645","90.837843","\N"
"HTU","Hopetoun Airport","HTU","AU","AU","-35.715302","142.360001","\N"
"HTV","Huntsville Regional Airport","Huntsville","US","US","30.7469005585","-95.5871963501","\N"
"HTW","Lawrence County Airpark","South Point","US","US","38.419082","-82.494922","UTC"
"HTY","Hatay Airport","Antakya","TR","TR","36.362778","36.282223","Europe/Istanbul"
"HTZ","Hato Corozal Airport","Hato Corozal","CO","CO","6.153311","-71.761969","UTC"
"HUA","Redstone Army Air Field","Redstone Arsnl Huntsville","US","US","34.67869949","-86.68479919","America/Chicago"
"HUB","Humbert River Airport","HUB","AU","AU","-16.489669799804688","130.63027954101562","UTC"
"HUC","Dr Hermenegildo Ortiz Quinones Airport","Humacao","PR","PR","18.138082","-65.800728","UTC"
"HUD","Humboldt Municipal Airport","Humboldt","US","US","42.734831","-94.245315","UTC"
"HUE","Humera Airport","Akwi","ET","ET","13.83012","36.88237","Africa/Addis_Ababa"
"HUF","Terre Haute Regional Airport, Hulman Field","Terre Haute","US","US","39.4515","-87.307602","America/New_York"
"HUG","Huehuetenango Airport","Huehuetenango","GT","GT","15.316667","-91.505556","UTC"
"HUH","Huahine-Fare Airport","Fare","PF","PF","-16.687084","-151.021593","Pacific/Tahiti"
"HUI","Phu Bai International Airport","Huế","VN","VN","16.400628","107.703094","Asia/Saigon"
"HUJ","Stan Stamper Municipal Airport","Hugo","US","US","34.03480148","-95.54190063","UTC"
"HUK","Hukuntsi Airport","Hukuntsi","BW","BW","-23.9897","21.758101","UTC"
"HUL","Houlton International Airport","Houlton","US","US","46.1231002808","-67.792098999","America/New_York"
"HUM","Houma Terrebonne Airport","Houma","US","US","29.5664997101","-90.6604003906","UTC"
"HUN","Hualien Chiashan Airport","Hualien City","TW","TW","24.023163","121.617991","Asia/Taipei"
"HUO","Holingol Huolinhe Airport","Holingol","CN","CN","45.487222","119.407222","\N"
"HUQ","Hon Airport","HUQ","LY","LY","29.1101","15.9656","Africa/Tripoli"
"HUS","Hughes Airport","Hughes","US","US","66.04109955","-154.2630005","America/Anchorage"
"HUT","Hutchinson Municipal Airport","Hutchinson","US","US","38.0654983521","-97.86060333250002","America/Chicago"
"HUU","Alferez Fap David Figueroa Fernandini Airport","Huánuco","PE","PE","-9.878809928894043","-76.20480346679688","America/Lima"
"HUV","Hudiksvall Airport","Hudiksvall","SE","SE","61.768087","17.080715","Europe/Stockholm"
"HUW","Humaitá Airport","Humaitá","BR","BR","-7.532120227810001","-63.072101593","America/Boa_Vista"
"HUX","Bahías de Huatulco International Airport","Huatulco","MX","MX","15.775437","-96.260456","America/Mexico_City"
"HUY","Humberside Airport","Grimsby, Lincolnshire","GB","GB","53.576152","-0.34954","Europe/London"
"HUZ","Huizhou Pingtan Airport","Huizhou (Pingtan)","CN","CN","23.049999","114.599998","Asia/Shanghai"
"HVA","Analalava Airport","Analalava","MG","MG","-14.629514","47.763555","Indian/Antananarivo"
"HVB","Hervey Bay Airport","Hervey Bay","AU","AU","-25.320127","152.880662","Australia/Brisbane"
"HVD","Khovd Airport","Khovd","MN","MN","47.954102","91.628197","Asia/Hovd"
"HVE","Hanksville Airport","Hanksville","US","US","38.417999267599996","-110.70400238","UTC"
"HVG","Honningsvåg Airport, Valan","Honningsvåg","NO","NO","71.009697","25.983601","Europe/Oslo"
"HVK","Hólmavík Airport","Hólmavík","IS","IS","65.704697","-21.6964","UTC"
"HVN","Tweed New Haven Airport","New Haven","US","US","41.262869","-72.887694","America/New_York"
"HVR","Havre City County Airport","Havre","US","US","48.541387","-109.762859","America/Denver"
"HVS","Hartsville Regional Airport","Hartsville","US","US","34.4030990601","-80.11920166019999","\N"
"HWA","Hawabango Airport","Hawabango","PG","PG","-7.392994","146.003487","UTC"
"HWD","Hayward Executive Airport","Hayward","US","US","37.659198761","-122.122001648","America/Los_Angeles"
"HWI","Hawk Inlet Seaplane Base","Hawk Inlet","US","US","58.127399","-134.755997","UTC"
"HWK","Wilpena Pound Airport","Hawker","AU","AU","-31.855907","138.468079","UTC"
"HWN","Hwange National Park Airport","Gwayi River Farms","ZW","ZW","-18.6299","27.021","Africa/Harare"
"HWO","North Perry Airport","Hollywood","US","US","26.0012","-80.2407","America/New_York"
