"iata","name","city","country","country_code","lat","lon","timezone"
"GMZ","La Gomera Airport","Alajero, La Gomera Island","ES","ES","28.0296","-17.2146","Atlantic/Canary"
"GNA","Hrodna Airport","Hrodna","BY","BY","53.602001","24.053801","Europe/Minsk"
"GNB","Grenoble Alpes Isère Airport","Grenoble","FR","FR","45.3629","5.32937","Europe/Paris"
"GND","Maurice Bishop International Airport","Saint George's","GD","GD","12.003996","-61.785302","America/Grenada"
"GNE","Ghent/Industry Zone Heliport","Gent","BE","BE","51.020551","3.730341","UTC"
"GNF","Gansner Field","Quincy","US","US","39.943902","-120.945","UTC"
"GNG","Gooding Municipal Airport","Gooding","US","US","42.91719818","-114.7649994","UTC"
"GNI","Lüdao Airport","Lüdao","TW","TW","22.673901","121.466003","Asia/Taipei"
"GNJ","Ganja International Airport","Ganja","AZ","AZ","40.738692","46.320383","UTC"
"GNM","Guanambi Airport","Guanambi","BR","BR","-14.2082","-42.746101","America/Fortaleza"
"GNN","Ghinnir Airport","Ghinnir","ET","ET","7.15000009537","40.716999054","UTC"
"GNR","Dr. Arturo H. Illia Airport","General Roca","AR","AR","-39.000702","-67.620499","America/Argentina/Salta"
"GNS","Binaka Airport","Gunungsitoli","ID","ID","1.16628","97.704327","Asia/Jakarta"
"GNT","Grants-Milan Municipal Airport","Grants","US","US","35.167301178","-107.902000427","America/Denver"
"GNU","Goodnews Airport","Goodnews","US","US","59.117561","-161.575241","UTC"
"GNV","Gainesville Regional Airport","Gainesville","US","US","29.6900997162","-82.2717971802","America/New_York"
"GNY","Şanlıurfa GAP Airport","Şanlıurfa","TR","TR","37.445663","38.895592","Europe/Istanbul"
"GNZ","Ghanzi Airport","Ghanzi","BW","BW","-21.692499","21.6581","Africa/Gaborone"
"GOA","Genoa Cristoforo Colombo Airport","Genova (GE)","IT","IT","44.412039","8.840732","Europe/Rome"
"GOB","Robe Airport","Goba","ET","ET","7.119033","40.045166","Africa/Addis_Ababa"
"GOC","Gora Airstrip","Gora","PG","PG","-9.0021","148.2364","UTC"
"GOE","Gonaili Airport","Gonaili","PG","PG","-5.527716614","151.5733333","UTC"
"GOG","Gobabis Airport","Gobabis","NA","NA","-22.5044","18.973101","UTC"
"GOH","Nuuk International Airport","Nuuk","GL","GL","64.191066","-51.67914","America/Godthab"
"GOI","Goa Dabolim International Airport","Vasco da Gama","IN","IN","15.380062","73.833328","Asia/Calcutta"
"GOJ","Nizhny Novgorod / Strigino International Airport","Nizhny Novgorod","RU","RU","56.227351","43.785152","Europe/Moscow"
"GOK","Guthrie-Edmond Regional Airport","Guthrie","US","US","35.84980011","-97.41560364","UTC"
"GOL","Gold Beach Municipal Airport","Gold Beach","US","US","42.41339874","-124.4240036","UTC"
"GOM","Goma International Airport","Goma","CD","CD","-1.666758","29.238037","Africa/Kigali"
"GON","Groton New London Airport","Groton","US","US","41.330101","-72.045097","America/New_York"
"GOO","Goondiwindi Airport","GOO","AU","AU","-28.5214","150.320007","\N"
"GOP","Gorakhpur Airport","Gorakhpur","IN","IN","26.739700317399997","83.4496994019","Asia/Calcutta"
"GOQ","Golmud Airport","Golmud","CN","CN","36.4006","94.786102","Asia/Shanghai"
"GOR","Gore Airport","Gore","ET","ET","8.1614","35.5529","Africa/Addis_Ababa"
"GOS","Somersby Airstrip","Gosford","AU","AU","-33.367681","151.299806","UTC"
"GOT","Göteborg Landvetter Airport","Göteborg","SE","SE","57.6628","12.2798","Europe/Stockholm"
"GOU","Garoua International Airport","Garoua","CM","CM","9.334785","13.372129","Africa/Douala"
"GOV","Gove Airport","Nhulunbuy","AU","AU","-12.269399642899998","136.817993164","Australia/Darwin"
"GOX","Manohar International Airport","Mopa","IN","IN","15.744257","73.860625","UTC"
"GOY","Tura Mountain Airport","Tura","RU","RU","64.333511","100.432892","UTC"
"GOZ","Gorna Oryahovitsa Airport","Gorna Oryahovitsa","BG","BG","43.151402","25.7129","Europe/Sofia"
"GPA","Patras Araxos Agamemnon Airport","Patras","GR","GR","38.1511","21.4256","Europe/Athens"
"GPB","Tancredo Thomas de Faria Airport","Guarapuava","BR","BR","-25.388327","-51.52349","America/Sao_Paulo"
"GPD","Mount Gordon Airport","Mount Gordon Mine","AU","AU","-19.77265","139.40425","UTC"
"GPI","Guapi Airport","Guapi","CO","CO","2.57013","-77.897969","America/Bogota"
"GPL","Guapiles Airport","Pococi","CR","CR","10.2172002792","-83.79699707030001","America/Costa_Rica"
"GPN","Garden Point Airport","Pirlangimpi","AU","AU","-11.399686","130.425568","\N"
"GPO","General Pico Airport","General Pico","AR","AR","-35.696201","-63.758301","America/Argentina/Salta"
"GPS","Seymour Galapagos Ecological Airport","Isla Baltra","EC","EC","-0.453758","-90.2659","Pacific/Galapagos"
"GPT","Gulfport Biloxi International Airport","Gulfport","US","US","30.405582","-89.069836","America/Chicago"
"GPZ","Grand Rapids Itasca Co-Gordon Newstrom field","Grand Rapids","US","US","47.21110153","-93.50980377","America/Chicago"
"GQQ","Galion Municipal Airport","Galion","US","US","40.7533988953","-82.7238006592","America/New_York"
"GRA","Gamarra Airport","Puerto Mosquito","CO","CO","8.20199","-73.7653","UTC"
"GRB","Austin Straubel International Airport","Green Bay","US","US","44.483459","-88.130805","America/Chicago"
"GRC","Grand Cess Airport","Grand Cess","LR","LR","4.571","-8.2076","UTC"
"GRD","Greenwood County Airport","Greenwood","US","US","34.248699","-82.159103","UTC"
"GRE","Greenville Airport","Greenville","US","US","38.836844","-89.376525","UTC"
"GRF","Gray Army Air Field","Fort Lewis/Tacoma","US","US","47.07920074","-122.5810013","America/Los_Angeles"
"GRG","Gardez Airport","Gardez","AF","AF","33.627366","69.237023","UTC"
"GRI","Central Nebraska Regional Airport","Grand Island","US","US","40.967498779296875","-98.30960083007812","America/Chicago"
"GRJ","George Airport","George","ZA","ZA","-34.0056","22.378902","Africa/Johannesburg"
"GRK","Killeen Regional Airport / Robert Gray Army Airfield","Fort Cavazos","US","US","31.0672","-97.828903","America/Chicago"
"GRL","Garasa Airport","Au","PG","PG","-7.980713","147.213461","UTC"
"GRM","Grand Marais Cook County Airport","Grand Marais","US","US","47.8382987976","-90.38289642330001","America/Chicago"
"GRN","Gordon Municipal Airport","Gordon","US","US","42.8059997559","-102.175003052","UTC"
"GRO","Girona-Costa Brava Airport","Girona","ES","ES","41.904639","2.761774","Europe/Madrid"
"GRP","Gurupi Airport","Gurupi","BR","BR","-11.7396","-49.132198","America/Fortaleza"
"GRQ","Groningen Airport Eelde","Groningen","NL","NL","53.119107","6.577652","Europe/Amsterdam"
"GRR","Gerald R. Ford International Airport","Grand Rapids","US","US","42.880798","-85.522797","America/New_York"
"GRS","Grosseto Corrado Baccarini Air Base / Grosseto Airport","Grosseto (GR)","IT","IT","42.759701","11.0719","Europe/Rome"
"GRT","Gujrat Airport","Gujrat","PK","PK","32.62826","74.067287","UTC"
"GRU","São Paulo/Guarulhos–Governor André Franco Montoro International Airport","São Paulo","BR","BR","-23.431274","-46.469954","America/Sao_Paulo"
"GRV","Akhmat Kadyrov Grozny International Airport","Grozny","RU","RU","43.388106","45.699772","UTC"
"GRW","Graciosa Airport","Santa Cruz da Graciosa","PT","PT","39.092201232910156","-28.029800415039062","Atlantic/Azores"
"GRX","F.G.L. Airport Granada-Jaén Airport","Granada","ES","ES","37.188702","-3.77736","Europe/Madrid"
"GRY","Grímsey Airport","Grímsey/Sandvík","IS","IS","66.5458","-18.0173","Atlantic/Reykjavik"
"GRZ","Graz Airport","Feldkirchen bei Graz","AT","AT","46.9911","15.4396","Europe/Vienna"
"GSA","Long Pasia Airport","Long Miau","MY","MY","4.409756","115.724473","UTC"
"GSB","Seymour Johnson Air Force Base","Goldsboro","US","US","35.339401","-77.960602","America/New_York"
"GSC","Gascoyne Junction Airport","Gascoyne Junction","AU","AU","-25.0546","115.2026","UTC"
"GSE","Säve Airport","Göteborg","SE","SE","57.7747","11.8704","Europe/Stockholm"
"GSH","Goshen Municipal Airport","Goshen","US","US","41.526401519800004","-85.79290008539999","UTC"
"GSI","Grand-Santi Airport","Grand-Santi","GF","GF","4.285833","-54.373056","America/Cayenne"
"GSJ","San José Airport","Puerto San José","GT","GT","13.9362","-90.8358","America/Guatemala"
"GSL","Taltheilei Narrows Airport","Taltheilei Narrows","CA","CA","62.5980987549","-111.542999268","UTC"
"GSM","Qeshm International Airport","Qeshm(Dayrestan)","IR","IR","26.754639","55.902353","UTC"
"GSN","Mount Gunson Airport","Mount Gunson","AU","AU","-31.4597","137.174443333","UTC"
"GSO","Piedmont Triad International Airport","Greensboro","US","US","36.09937","-79.937262","America/New_York"
"GSP","Greenville-Spartanburg International Airport","Greenville/Greer/Spartanburg","US","US","34.895699","-82.218903","America/New_York"
"GSQ","El Owainat East International Airport","Sharq El Owainat","EG","EG","22.584256","28.721609","Africa/Cairo"
"GSR","Gardo Airport","Gardo","SO","SO","9.545975","49.119148","UTC"
"GSS","Sabi Sabi Airport","Belfast","ZA","ZA","-24.947375434199998","31.4488477707","UTC"
"GST","Gustavus Airport","Gustavus","US","US","58.4253006","-135.7070007","America/Anchorage"
"GSV","Gagarin International Airport","Saratov","RU","RU","51.712778","46.171111","UTC"
"GTA","Gatokae Aerodrome","Gatokae","SB","SB","-8.738358","158.202836","UTC"
"GTC","Chato/Geita Airport","Chato District","TZ","TZ","-2.74233","31.70683","UTC"
"GTE","Groote Eylandt Airport","Groote Eylandt","AU","AU","-13.972405","136.458553","Australia/Darwin"
"GTF","Great Falls International Airport","Great Falls","US","US","47.481998","-111.371002","America/Denver"
"GTG","Grantsburg Municipal Airport","Grantsburg","US","US","45.7980995178","-92.6643981934","UTC"
"GTI","Rügen Airport","Dreschvitz","DE","DE","54.38347","13.325542","Europe/Berlin"
"GTK","Sungai Tekai Airport","Sungai Tekai","MY","MY","2.64118","102.89297","UTC"
"GTN","Glentanner Airport","Glentanner Station","NZ","NZ","-43.906700134277344","170.1280059814453","Pacific/Auckland"
"GTO","Jalaluddin Airport","Gorontalo-Celebes Island","ID","ID","0.637119","122.849998","Asia/Makassar"
"GTP","Grants Pass Airport","Grants Pass","US","US","42.510101","-123.388","UTC"
"GTR","Golden Triangle Regional Airport","Columbus/W Point/Starkville","US","US","33.450298","-88.5914","America/Chicago"
"GTS","The Granites Airport","The Granites Gold Mine","AU","AU","-20.5483","130.347","UTC"
"GTT","Georgetown Airport","Georgetown","AU","AU","-18.302676","143.530925","UTC"
"GTY","Gettysburg Regional Airport","Gettysburg","US","US","39.841222","-77.274699","UTC"
"GTZ","Kirawira B Aerodrome","Grumeti Game Reserve","TZ","TZ","-2.160833","34.225556","UTC"
"GUA","La Aurora International Airport","Guatemala City","GT","GT","14.582896","-90.527515","America/Guatemala"
"GUB","Guerrero Negro Airport","San Quintín","MX","MX","28.0261","-114.024002","America/Tijuana"
"GUC","Gunnison Crested Butte Regional Airport","Gunnison","US","US","38.534672","-106.934566","America/Denver"
"GUD","Goundam Airport","Goundam","ML","ML","16.358426","-3.604536","UTC"
"GUE","Guriaso (Keraso) Airport","Guriaso","PG","PG","-3.583167","141.5895","UTC"
"GUF","Jack Edwards National Airport","Gulf Shores","US","US","30.290501","-87.671799","America/Chicago"
"GUG","Guari Airport","Guari","PG","PG","-8.1286","146.8722","UTC"
"GUH","Gunnedah Airport","GUH","AU","AU","-30.957511","150.248981","\N"
"GUI","Guiria Airport","GUI","VE","VE","10.574077606200001","-62.3126678467","America/Caracas"
"GUJ","Edu Chaves Field","Guaratinguetá","BR","BR","-22.791599","-45.2048","America/Sao_Paulo"
"GUL","Goulburn Airport","GUL","AU","AU","-34.810298919677734","149.7259979248047","Australia/Sydney"
"GUM","Antonio B. Won Pat International Airport","Hagåtña","GU","GU","13.485","144.797282","Pacific/Guam"
"GUO","Guriel Airport","Guriel","SO","SO","5.317412","45.985308","UTC"
"GUP","Gallup Municipal Airport","Gallup","US","US","35.511653","-108.788166","America/Denver"
"GUQ","Guanare Airport","Guanare","VE","VE","9.026944","-69.75515","America/Caracas"
"GUR","Gurney Airport","Gurney","PG","PG","-10.3114995956","150.333999634","Pacific/Port_Moresby"
"GUS","Grissom Air Reserve Base","Peru","US","US","40.648102","-86.1521","America/New_York"
"GUU","Grundarfjörður Airport","Grundarfjörður","IS","IS","64.991402","-23.224701","\N"
"GUV","Mougulu Airport","Mougulu","PG","PG","-6.280859","142.420775","UTC"
"GUW","Atyrau International Airport","Atyrau","KZ","KZ","47.121318","51.820343","Asia/Oral"
"GUX","Guna Airport","GUX","IN","IN","24.654699","77.347298","Asia/Calcutta"
"GUY","Guymon Municipal Airport","Guymon","US","US","36.6851005554","-101.508003235","\N"
"GUZ","Guarapari Airport","Guarapari","BR","BR","-20.6465","-40.491901","\N"
"GVA","Geneva Cointrin International Airport","Geneva","CH","CH","46.238098","6.10895","Europe/Paris"
"GVE","Gordonsville Municipal Airport","Gordonsville","US","US","38.155998","-78.165802","UTC"
"GVI","Green River Airport","Green River","PG","PG","-3.9022428989400004","141.170516968","UTC"
"GVL","Lee Gilmer Memorial Airport","Gainesville","US","US","34.27259827","-83.8302002","America/New_York"
"GVN","Sovetskaya Gavan (Maygatka) Airport","Sovetskaya Gavan","RU","RU","48.925067","140.035348","\N"
"GVP","Greenvale Airport","GVP","AU","AU","-18.9966","145.0136","UTC"
"GVR","Coronel Altino Machado Airport","Governador Valadares","BR","BR","-18.895882","-41.982869","America/Sao_Paulo"
"GVT","Majors Airport","Greenville","US","US","33.0677986145","-96.0652999878","America/Chicago"
"GVX","Gävle Sandviken Airport","Gävle / Sandviken","SE","SE","60.5933","16.951401","Europe/Stockholm"
"GWA","Gwa Airport","Gwa","MM","MM","17.600000381469727","94.58329772949219","UTC"
"GWD","New Gwadar International Airport","Gurandani","PK","PK","25.296733","62.498822","Asia/Karachi"
"GWE","Josiah Tungamirai Air Force Base","Gweru","ZW","ZW","-19.436718","29.861945","Africa/Harare"
"GWL","Gwalior Airport","Gwalior","IN","IN","26.29330062866211","78.22779846191406","Asia/Calcutta"
"GWO","Greenwood–Leflore Airport","Greenwood","US","US","33.495025","-90.088204","America/Chicago"
"GWS","Glenwood Springs Municipal Airport","Glenwood Springs","US","US","39.5083007812","-107.310997009","UTC"
"GWT","Westerland Sylt Airport","Sylt","DE","DE","54.9132","8.34047","Europe/Berlin"
"GWV","Glendale Fokker Field","Glendale","US","US","39.948699951200005","-80.7594985962","UTC"
"GXF","Seiyun Hadhramaut International Airport","Seiyun","YE","YE","15.965887","48.788146","Asia/Aden"
"GXG","Negage Airport","Negage","AO","AO","-7.754509925842285","15.287699699401855","Africa/Luanda"
"GXH","Gannan Xiahe Airport","Gannan (Xiahe)","CN","CN","34.819014","102.622261","Asia/Shanghai"
"GXM","Kuala Kurun Airport","Kuala Kurun","ID","ID","-1.128903","113.873075","UTC"
"GXQ","Teniente Vidal Airport","Coyhaique","CL","CL","-45.5942","-72.106102","America/Santiago"
"GXX","Yagoua Airport","Yagoua","CM","CM","10.3561","15.2372","UTC"
"GXY","Greeley–Weld County Airport","Greeley","US","US","40.4374008179","-104.633003235","\N"
"GYA","Guayaramerín Airport","Guayaramerín","BO","BO","-10.88856","-65.380955","America/La_Paz"
"GYB","Port Hedland/Wodgina Airport","Wodgina","AU","AU","-21.036568","118.642936","UTC"
"GYD","Heydar Aliyev International Airport","Baku","AZ","AZ","40.467498779296875","50.04669952392578","Asia/Baku"
"GYE","José Joaquín de Olmedo International Airport","Guayaquil","EC","EC","-2.15742","-79.883598","America/Guayaquil"
"GYG","Magan Airport","Magan","RU","RU","62.103484","129.545288","Asia/Yakutsk"
"GYI","Gisenyi Airport","Gisenyi","RW","RW","-1.6771999597549438","29.258899688720703","Africa/Kigali"
"GYL","Argyle Airport","GYL","AU","AU","-16.636944","128.451389","Australia/Perth"
"GYM","General José María Yáñez International Airport","Guaymas","MX","MX","27.9689998626709","-110.92500305175781","America/Hermosillo"
"GYN","Santa Genoveva International Airport","Goiânia","BR","BR","-16.632","-49.220699","America/Sao_Paulo"
"GYO","Blangkejeren Airport","Kabupaten Gayo Lues","ID","ID","3.94548","97.35968","UTC"
"GYP","Gympie Airport","GYP","AU","AU","-26.290149","152.702998","UTC"
"GYR","Phoenix Goodyear Airport","Goodyear","US","US","33.4225006104","-112.375999451","America/Phoenix"
"GYS","Guangyuan Panlong Airport","Guangyuan (Lizhou)","CN","CN","32.390254","105.694571","Asia/Shanghai"
"GYU","Guyuan Liupanshan Airport","Guyuan (Yuanzhou)","CN","CN","36.078889","106.216944","Asia/Shanghai"
"GYY","Gary Chicago International Airport","Gary","US","US","41.617087","-87.413206","America/Chicago"
"GYZ","Gruyere Airport","Cosmo Newbery","AU","AU","-28.034548","123.81506","UTC"
"GZG","Garze Gesar Airport","Garzê (Garzê)","CN","CN","31.7575","99.554167","UTC"
"GZI","Ghazni Airport","Ghazni","AF","AF","33.487853","68.525243","\N"
"GZM","Xewkija Heliport","Gozo","MT","MT","36.027199","14.2728","Europe/Malta"
"GZO","Nusatupe Airport","Gizo","SB","SB","-8.09778022766","156.863998413","Pacific/Guadalcanal"
"GZP","Gazipaşa-Alanya Airport","Gazipaşa","TR","TR","36.299217","32.300598","Europe/Istanbul"
"GZT","Gaziantep Oğuzeli International Airport","Gaziantep","TR","TR","36.947201","37.478699","Europe/Istanbul"
"GZW","Qazvin Airport","Qazvin","IR","IR","36.240101","50.0471","Asia/Tehran"
"HAA","Hasvik Airport","Hasvik","NO","NO","70.486702","22.1397","Europe/Oslo"
"HAB","Marion County Rankin Fite Airport","Hamilton","US","US","34.11759949","-87.99819946","UTC"
"HAC","Hachijojima Airport","Hachijojima","JP","JP","33.114843","139.785645","Asia/Tokyo"
"HAD","Halmstad Airport","Halmstad","SE","SE","56.69110107421875","12.820199966430664","Europe/Stockholm"
"HAE","Lava Falls Heliport","Supai Village","US","US","36.191600799599996","-113.092002869","UTC"
"HAF","Half Moon Bay Airport","Half Moon Bay","US","US","37.513401031499995","-122.500999451","\N"
"HAH","Prince Said Ibrahim International Airport","Moroni","KM","KM","-11.5337","43.2719","Indian/Comoro"
"HAI","Three Rivers Municipal Dr Haines Airport","Three Rivers","US","US","41.959801","-85.593399","UTC"
"HAJ","Hannover Airport","Hannover","DE","DE","52.461102","9.68508","Europe/Berlin"
"HAK","Haikou Meilan International Airport","Haikou (Meilan)","CN","CN","19.9349","110.459","Asia/Shanghai"
"HAL","Halali Airport","Halali","NA","NA","-19.0285","16.4585","UTC"
"HAM","Hamburg Helmut Schmidt Airport","Hamburg","DE","DE","53.630402","9.98823","Europe/Berlin"
"HAN","Noi Bai International Airport","Hanoi (Soc Son)","VN","VN","21.221201","105.806999","Asia/Saigon"
"HAO","Butler Co Regional Airport - Hogan Field","Hamilton","US","US","39.363800048799995","-84.5220031738","America/New_York"
"HAP","Happy Bay Helipad","Long Island","AU","AU","-20.3358","148.8525","UTC"
"HAQ","Hanimaadhoo International Airport","Haa Dhaalu Atoll","MV","MV","6.743235","73.167072","Indian/Maldives"
"HAR","Capital City Airport","Harrisburg","US","US","40.2170982361","-76.85150146480001","America/New_York"
"HAS","Ha'il Airport","Ha'il","SA","SA","27.437901","41.686298","Asia/Riyadh"
"HAT","Heathlands Airport","Shelburne","AU","AU","-11.7369","142.576996","UTC"
"HAU","Haugesund Airport, Karmøy","Karmøy","NO","NO","59.345299","5.20836","Europe/Oslo"
"HAV","José Martí International Airport","Havana","CU","CU","22.989200592041016","-82.40910339355469","America/Havana"
"HAW","Haverfordwest Airport","Haverfordwest","GB","GB","51.833099365234375","-4.9611101150512695","Europe/London"
"HAY","Hacaritama Airport","Aguachica","CO","CO","8.247","-73.5814","UTC"
"HAZ","Hatzfeldhaven Airport","Hatzfeldhaven","PG","PG","-4.4033","145.2056","UTC"
"HBA","Hobart International Airport","Hobart (Cambridge)","AU","AU","-42.837032","147.513022","Australia/Melbourne"
"HBB","Industrial Airpark","Hobbs","US","US","32.7668","-103.209","UTC"
"HBD","Habi Airport","Habi","PG","PG","-6.32","142.4893","UTC"
"HBE","Alexandria International Airport","Alexandria","EG","EG","30.93249","29.696437","Africa/Cairo"
"HBG","Hattiesburg Bobby L Chain Municipal Airport","Hattiesburg","US","US","31.26479912","-89.25279999","America/Chicago"
"HBH","Entrance Island Seaplane Base","Entrance Island","US","US","57.412201","-133.43848","UTC"
"HBK","Holbrook Municipal Airport","Holbrook","US","US","34.940700531","-110.138000488","UTC"
"HBQ","Haibei Qilian Airport","Haibei (Qilian)","CN","CN","38.008068","100.645065","UTC"
"HBR","Hobart Regional Airport","Hobart","US","US","34.991317","-99.051313","America/Chicago"
"HBT","Hambantota Seaplane Base","Hambantota","LK","LK","6.124043","81.103","UTC"
"HBU","Bulgan Sum Airport","Bulgan","MN","MN","46.100601","91.584198","UTC"
"HBX","Hubballi Airport","Hubballi","IN","IN","15.361084","75.082096","Asia/Calcutta"
"HCA","Big Spring Mc Mahon-Wrinkle Airport","Big Spring","US","US","32.212601","-101.522003","UTC"
"HCC","Columbia County Airport","Hudson","US","US","42.291302","-73.710297","UTC"
"HCJ","Hechi Jinchengjiang Airport","Hechi (Jinchengjiang)","CN","CN","24.804344","107.710819","\N"
"HCM","Eil Airport","Eyl","SO","SO","8.104","49.82","UTC"
"HCN","Hengchun Airport","Hengchun","TW","TW","22.0411","120.730003","Asia/Taipei"
"HCQ","Halls Creek Airport","HCQ","AU","AU","-18.2339","127.669998","Australia/Perth"
"HCR","Holy Cross Airport","Holy Cross","US","US","62.18830108642578","-159.77499389648438","America/Anchorage"
"HCW","Cheraw Municipal Airport/Lynch Bellinger Field","Cheraw","US","US","34.712898","-79.957001","America/New_York"
"HCZ","Chenzhou Beihu Airport","Chenzhou","CN","CN","25.753419","112.845404","UTC"
"HDD","Hyderabad Airport","Hyderabad","PK","PK","25.3181","68.366096","Asia/Karachi"
"HDE","Brewster Field","Holdrege","US","US","40.452099","-99.336502","\N"
"HDF","Heringsdorf Airport","Zirchow","DE","DE","53.8787","14.1523","Europe/Berlin"
"HDG","Handan Airport","Handan","CN","CN","36.524824","114.424126","Asia/Shanghai"
"HDH","Kawaihapai Airfield","Mokuleia","US","US","21.5795","-158.197006","Pacific/Honolulu"
"HDK","Kulhudhuffushi Airport","Kulhudhuffushi","MV","MV","6.630762","73.067815","UTC"
"HDM","Hamadan Airport","Hamadan","IR","IR","34.869202","48.552502","Asia/Tehran"
"HDN","Yampa Valley Airport","Hayden","US","US","40.481201","-107.218002","America/Denver"
"HDO","Hindon Airport / Hindon Air Force Station","Ghaziabad","IN","IN","28.707701","77.358902","UTC"
"HDR","Havadarya Airport","Bandar Abbas","IR","IR","27.1583","56.172501","Asia/Tehran"
"HDS","Eastgate Airport / Air Force Base Hoedspruit","Hoedspruit","ZA","ZA","-24.361864","31.052921","Africa/Johannesburg"
"HDY","Hat Yai International Airport","Hat Yai","TH","TH","6.93321","100.392998","Asia/Bangkok"
"HEA","Herat - Khwaja Abdullah Ansari International Airport","Guzara","AF","AF","34.209999","62.228298","Asia/Kabul"
"HEB","Hinthada Airport","Hinthada","MM","MM","17.633329391500002","95.4666976929","UTC"
"HED","Herendeen Bay Airport","Herendeen Bay","US","US","55.802346","-160.901346","UTC"
"HEE","Thompson-Robbins Airport","West Helena","US","US","34.576571","-90.67616","UTC"
"HEG","Heglig Airport","Heglig Oilfield","SD","SD","9.994933","29.397718","UTC"
"HEH","Heho Airport","Kalaw Township","MM","MM","20.74714","96.792029","Asia/Rangoon"
"HEI","Heide-Büsum Airport","Oesterdeichstrich","DE","DE","54.153332","8.901667","Europe/Berlin"
"HEK","Heihe Aihui Airport","Heihe","CN","CN","50.171621","127.308884","Asia/Shanghai"
"HEL","Helsinki Vantaa Airport","Helsinki (Vantaa)","FI","FI","60.318363","24.963341","Europe/Helsinki"
"HEN","Hernesaari Heliport","Helsinki","FI","FI","60.147778","24.924444","UTC"
"HEO","Haelogo Airport","Haelogo","PG","PG","-9.13658","147.598434","UTC"
"HER","Heraklion International Nikos Kazantzakis Airport","Heraklion","GR","GR","35.339699","25.1803","Europe/Athens"
"HES","Hermiston Municipal Airport","Hermiston","US","US","45.828223","-119.259024","UTC"
"HET","Hohhot Baita International Airport","Hohhot","CN","CN","40.849658","111.824598","Asia/Shanghai"
"HEW","Dongyang Hengdian General Airport","Jinhua (Dongyang)","CN","CN","29.122619","120.24289","Europe/Athens"
"HEY","Hanchey Army (Fort Rucker) Heliport","Fort Rucker Ozark","US","US","31.34600067","-85.65429688","UTC"
"HEZ","Natchez–Adams County Airport / Hardy-Anders Field","Natchez","US","US","31.614817","-91.297331","UTC"
"HFA","Uri Michaeli Haifa International Airport","Haifa","IL","IL","32.810219","35.043719","Asia/Jerusalem"
"HFD","Hartford Brainard Airport","Hartford","US","US","41.736698150635","-72.649398803711","America/New_York"
"HFE","Hefei Xinqiao International Airport","Hefei","CN","CN","31.98779","116.9769","Asia/Shanghai"
"HFF","Mackall Army Air Field","Hoffman","US","US","35.036087","-79.498615","UTC"
"HFN","Hornafjörður Airport","Höfn","IS","IS","64.295601","-15.2272","Atlantic/Reykjavik"
"HFS","Hagfors Airport","Råda","SE","SE","60.0201","13.5789","Europe/Stockholm"
"HFT","Hammerfest Airport","Hammerfest","NO","NO","70.679703","23.6686","Europe/Oslo"
"HGA","Egal International Airport","Hargeisa","SO","SO","9.514082","44.083469","Africa/Mogadishu"
"HGD","Hughenden Airport","Hughenden","AU","AU","-20.815001","144.225006","Australia/Brisbane"
"HGE","Higuerote Airport","Higuerote","VE","VE","10.462474","-66.092779","America/Caracas"
"HGH","Hangzhou Xiaoshan International Airport","Hangzhou","CN","CN","30.23609","120.428865","Asia/Shanghai"
"HGI","Itanagar Donyi Polo Hollongi Airport","Hollongi","IN","IN","26.96683","93.638792","\N"
"HGL","Helgoland-Düne Airport","Helgoland","DE","DE","54.18528","7.915833","Europe/Berlin"
"HGN","Mae Hong Son Airport","Mae Hong Son","TH","TH","19.3013","97.9758","Asia/Bangkok"
"HGO","Korhogo Airport","Korhogo","CI","CI","9.38718","-5.55666","Africa/Abidjan"
"HGR","Hagerstown Regional Richard A Henson Field","Hagerstown","US","US","39.708771","-77.728014","America/New_York"
"HGS","Hastings Airport","Freetown","SL","SL","8.394348","-13.128891","Africa/Freetown"
"HGT","Tusi (Hunter Liggett) Army Heliport","Jolon","US","US","35.9935","-121.237","UTC"
"HGU","Mount Hagen Kagamuga Airport","Mount Hagen","PG","PG","-5.828212","144.299412","Pacific/Port_Moresby"
"HGZ","Hog River Airport","Hogatza","US","US","66.176133","-155.684816","UTC"
"HHE","JMSDF Hachinohe Air Base / Hachinohe Airport","Hachinohe","JP","JP","40.551181","141.465428","Asia/Tokyo"
"HHH","Hilton Head Airport","Hilton Head Island","US","US","32.2244","-80.697502","America/New_York"
"HHI","Wheeler Army Airfield","Wahiawa","US","US","21.481637","-158.037048","Pacific/Honolulu"
"HHN","Frankfurt-Hahn Airport","Frankfurt am Main (Lautzenhausen)","DE","DE","49.946353","7.261734","Europe/Berlin"
"HHP","Shun Tak Heliport","Central and Western","HK","HK","22.288868","114.152369","Asia/Hong_Kong"
"HHQ","Hua Hin Airport","Hua Hin","TH","TH","12.6361999512","99.951499939","Asia/Bangkok"
"HHR","Jack Northrop Field Hawthorne Municipal Airport","Hawthorne","US","US","33.922798","-118.334999","America/Los_Angeles"
"HHZ","Hikueru Airport","Hikueru","PF","PF","-17.548297","-142.612037","\N"
"HIA","Huai'an Lianshui International Airport","Huai'an","CN","CN","33.790833","119.125","Asia/Shanghai"
"HIB","Range Regional Airport","Hibbing","US","US","47.384831","-92.836905","America/Chicago"
"HID","Horn Island Airport","Horn","AU","AU","-10.585636","142.29277","Australia/Brisbane"
"HIE","Mount Washington Regional Airport","Whitefield","US","US","44.36752","-71.545765","UTC"
